"dossierid","title","oldhousenumber","descriptivenote","zu_kontrollieren","begruendung","location","kategorie","bemerkung"
HGB_1_222_012,"Totengässlein Theil von 3, Erstes Hinterhaus","Theil von 571, Erstes Hinterhaus",Bis 1405. Nachher siehe 3/571. Siehe Plan No. 4 und 5.,false,,POINT (2611102.28464206 1267557.0696215788),,
HGB_1_222_014,"Totengässlein Theil von 3, dritte hintere Hofstatt","Theil von 571, dritte hintere Hofstatt",Bis 1378. Nachher siehe 3/571. Siehe Plan No. 4 und 5.,false,,POINT (2611102.28464206 1267557.0696215788),,
HGB_1_222_013,"Totengässlein Theil von 3, Zweites Hinterhaus","Theil von 571, Zweites Hinterhaus",Bis 1369. Nachher siehe 3/571. Siehe Plan No. 4 und 5.,false,,POINT (2611102.28464206 1267557.0696215788),,
HGB_1_184_036,"Schneidergasse Theil von 2, Ecke","Theil von 574, Ecke",Seit 1610. Vorher siehe 2/574. Bis 1643. Nachher siehe 2/574.,false,,POINT (2611146.067081701 1267547.0313328598),,
HGB_1_184_043,"Schneidergasse Theil von 12, Hinterhaus","Theil von 579, Hinterhaus",Seit 1445. Vorher siehe 10/578. Bis [...] nachher siehe 12 ganz.,false,,POINT (2611145.356495307 1267523.7999219052),,
HGB_1_091_036,St. Johanns-Vorstadt Th. v. 15 neben 13,Th. 58 neben 59,Seit 1570. Vorher siehe 15 ganz. Bis 1602. Nachher siehe 15 ganz.,false,,POINT (2611003.2739473227 1268026.3887989179),,
HGB_1_194_076,"Spalenberg Theil von 14, Mittelhaus zwischen 14 und Nadelberg 31","Theil von 603, Mittelhaus zwischen 14 und Nadelberg 31",Seit 1436. Vorher siehe 14/603. Bis 1453. Nachher siehe 14/603.,false,,POINT (2611120.9158773897 1267404.364580035),,
HGB_1_063_094,"Gerbergasse Theil von 30, Ecke","Theil von 624, Ecke","Seit 1349. Vorher siehe 30, 32, 34 vereinigt. Bis 1408. Nachher siehe 30/624.",false,,POINT (2611276.2807756946 1267344.7186401412),,
HGB_1_173_018,"Rüdengasse Theil von 9, Ecke","Theil von 647, Ecke",Bis 1385. Nachher siehe 9/647.,false,,POINT (2611290.888394602 1267336.8685361284),,
HGB_1_063_108,"Gerbergasse Theil von 48, Vorderhaus","Theil von 662, Vorderhaus",Seit [...]. Vorher siehe 46/48 vereinigt. Bis [...]. Nachher siehe 48/662.,false,,POINT (2611287.402799284 1267253.9846876576),,
HGB_1_063_111,"Gerbergasse 52, Gerbergässlein 21","Gerbergasse 664, Gerbergässlein 664",Seit 1399. Vorher siehe Gerbergasse 52 u. Gerbergässlein 21. Bis 1447. Nachher siehe Gerbergasse 52 u. Gerbergässlein 21.,false,,POINT (2611269.1262977333 1267235.0584733104),,
HGB_1_063_125,"Gerbergasse Theil von 74, Ecke","Theil von 675, Ecke",Bis 1429. Nachher siehe 74/675.,false,,POINT (2611301.343846493 1267190.1172793268),,
HGB_1_112_017,"Leonhardsberg Theil von 15, unterer Theil","Theil von 692, unterer Theil","Seit 1440. Vorher siehe 15/692, ganz. Bis 1640. Nachher siehe 15/692, ganz.",false,,POINT (2611225.695943509 1267213.2843377283),,
HGB_1_112_018,"Leonhardsberg Theil von 15, oberer Theil","Theil von 692, oberer Theil","Seit 1440. Vorher siehe 15/692, ganz. Bis 1640. Nachher siehe 15/692, ganz.",false,,POINT (2611225.695943509 1267213.2843377283),,
HGB_1_114_011,"Leonhardskirchplatz Theil von 2, Ecke","Theil von 693, Ecke","Bis [...]. Nachher siehe 2/693, ganz.",false,,POINT (2611216.7040701355 1267207.7979192508),,
HGB_1_114_012,"Leonhardskirchplatz Theil von 2, neben St. Leonhardsberg 15","Theil von 693, neben St. Leonhardsberg 15","Bis [...]. Nachher siehe 2/693, ganz.",false,,POINT (2611216.7040701355 1267207.7979192508),,
HGB_1_114_009,Leonhardskirchplatz 5,"Theil von 695, 693 A",,false,,POINT (2611258.384212264 1267125.4613255288),,
